"POQL, 30000,InitEps:0.9, TargetEps:0.1,AlergiaEps:0.005,Curiosity:10,Freeze:16000"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000
0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,100,0
-17.76,-17.88,-12.56,-18.8,-12.58,-12.53,-18.8,-9.0,-17.6,101.26,-18.8,-6.27,-12.58,-12.56,-12.58,-18.8,-7.95,-18.8,-11.41,-12.04,3.03,-16.4,-8.8,-12.58,-10.61,-17.6,-3.6,-14.4,100.31,-6.48
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,32.24,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.91,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41.0,100.0
"POQL, 30000,InitEps:0.9, TargetEps:0.1,AlergiaEps:0.005,Curiosity:10,Freeze:16000"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000
0,0,0,0,0,0,0,0,100,0,0,84,100,100
-20.38,-9.96,-18.8,-18.8,-18.8,-12.54,-18.8,-7.36,98.32,-18.8,-10.4,89.02,105.77,112.74
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33.82,100.0,100.0,52.68,44.24,45.08
