"DQN,Training Steps:2500000, NumFrames:5"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,32000
0,61,0,66,56,55,0,52,53,49,57,0,0,58,0,49,0,0,63,0,0,55,0,57,53,61,57,0,0,54,54,55
-20.0,-7.33,-20.0,-6.88,-7.78,-8.78,-20.0,-8.96,-8.74,-10.09,-8.91,-20.0,-20.0,-7.56,-20.0,-9.76,-20.0,-20.0,-7.16,-20.0,-20.0,-8.39,-20.0,-7.63,-9.2,-7.65,-8.51,-20.0,-20.0,-9.17,-9.32,-8.37
100.0,67.78,100.0,68.07,67.44,71.97,100.0,71.34,70.73,75.46,73.6,100.0,100.0,67.4,100.0,73.78,100.0,100.0,67.92,100.0,100.0,70.02,100.0,67.24,73.05,69.38,71.61,100.0,100.0,73.37,74.15,69.9
"DQN,Training Steps:2500000, NumFrames:5"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,32000
0,0,11,0,51,0,0,0,0,51,50,55,55,55,55,51,0,57,0,55,0,53,55,0,61,0,52,0,0,52,51,50
-20.0,-20.0,-17.0,-20.0,-9.83,-20.0,-20.0,-20.0,-20.0,-9.04,-9.44,-8.78,-8.56,-8.65,-8.28,-9.72,-20.0,-7.99,-20.0,-8.53,-20.0,-9.27,-8.97,-20.0,-7.11,-20.0,-10.32,-20.0,-20.0,-9.97,-9.29,-9.7
100.0,100.0,90.63,100.0,75.18,100.0,100.0,100.0,100.0,71.19,72.68,71.96,70.86,71.32,69.44,74.63,100.0,69.02,100.0,70.69,100.0,73.38,72.91,100.0,66.65,100.0,78.14,100.0,100.0,76.35,72.44,73.99
"A2C,Training Steps:2500000, NumFrames:5"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000
18,31,23,21,17,13,29,28,30,33,30,31,32,24,27,25,19,20,20,30,38,23,20,20,36,31,29,30,36,25
-17.43,-15.06,-16.38,-16.65,-17.06,-17.99,-15.29,-15.73,-14.96,-14.66,-14.98,-15.05,-14.57,-16.12,-15.73,-16.09,-17.0,-16.84,-16.88,-15.16,-14.06,-16.32,-17.04,-16.79,-14.17,-14.77,-15.18,-15.29,-13.88,-15.87
96.35,91.09,93.61,93.97,93.98,96.58,91.23,92.91,90.08,90.11,90.22,91.06,89.17,92.86,92.43,93.2,94.67,94.41,94.58,91.11,89.66,93.35,95.39,94.17,89.2,89.65,90.69,91.75,87.75,92.09
"A2C,Training Steps:2500000, NumFrames:5"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000
16,18,25,30,39,30,26,34,30,22,22,41,31,21,39,31,32,45,24,18,32,30,31,32,32,41,48,26,36,34
-17.81,-17.25,-16.17,-15.05,-13.47,-15.25,-16.03,-14.34,-15.54,-16.39,-16.5,-13.31,-15.52,-16.77,-14.15,-14.74,-14.91,-13.14,-16.39,-17.23,-15.2,-14.86,-14.99,-14.91,-14.87,-13.3,-12.75,-15.99,-14.41,-14.68
97.2,95.45,93.61,90.53,87.26,91.55,93.43,89.04,93.01,93.17,93.73,87.44,93.39,94.58,90.66,89.53,90.87,88.65,94.19,95.32,92.3,89.61,90.75,90.86,90.67,87.39,88.24,93.23,90.43,90.76
"ACKTR,Training Steps:2500000, NumFrames:5"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000
26,11,24,26,9,34,34,22,19,12,11,26,29,7,5,37,20,0,0,0,0,0,0,0,0,0,0,0
-15.68,-18.52,-16.11,-16.14,-18.65,-14.4,-14.6,-16.39,-16.92,-18.1,-18.2,-15.71,-14.94,-18.76,-19.26,-14.13,-16.59,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
91.66,98.22,92.77,93.96,97.83,89.34,90.36,93.17,94.29,96.63,96.63,91.83,89.48,97.39,98.85,89.54,93.14,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"ACKTR,Training Steps:2500000, NumFrames:5"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000
14,33,13,20,21,10,20,4,11,14,24,35,24,4,15,6,10,0,0,0,36,48,51,50,50,51,55,57,53,56,45
-17.8,-14.74,-17.86,-17.07,-16.84,-18.39,-16.97,-19.33,-18.27,-17.8,-16.49,-14.37,-16.12,-19.41,-17.51,-19.01,-18.44,-20.0,-20.0,-20.0,-12.62,-10.12,-10.11,-9.75,-9.27,-9.17,-9.12,-8.39,-9.35,-9.22,-10.86
96.14,90.54,95.91,95.53,94.91,97.07,95.06,98.68,96.95,96.12,94.71,89.68,92.84,99.11,95.21,98.1,97.3,100.0,100.0,100.0,81.45,75.08,76.58,74.24,71.83,71.86,73.64,71.02,73.8,74.64,77.27
